"geotools_overview","Jody Garnett","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"gmt_overview","Hamish Bowman; Paul Wessel","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported  (CC BY 3.0)"
"gpsdrive_overview","Hamish Bowman","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported  (CC BY 3.0)"
"gpsprune_overview","activityworkshop","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"grass_overview","Hamish Bowman","Cameron Shorter, LISAsoft; Markus Neteler","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"gvsig_overview","Jorge Sanz; Manuel Madrid; Mario Carrera ","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"iris_overview","darkblueb","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"istsos_overview","Massimiliano Cannata, Milan Antonovic, SUPSI","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"josm_overview","OSGeo-Live; Javier Sanchez, GeoNaTec","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"jts_overview","Jody Garnett","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"jupyter_overview","jupyter developers team; Massimo Di Stefano","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"kosmo_overview","Sergio Baños Calvo","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"leaflet_overview","Johan Van de Wauw; Vladimir Agafonkin","Cameron Shorter","Creative Commons Attribution 3.0 Unported  (CC BY 3.0)"
"liblas_overview","Howard Butler","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"mapbender_overview","Astrid Emde","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"mapfish_overview","OSGeo-Live; Hamish Bowman; Eric Lemoine","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"mapguide_overview","Trevor Wekel","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"mapnik_overview","Dane Springmeyer","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"mapproxy_overview","Oliver Tonnhofer","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"mapserver_overview","Alan Boudreault, Steve Lime","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"mapslicer_overview","Klokan Petr Pridal, Angelos Tzotsos","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"mapwindow_overview","Paul Meems, TopX Geo-ICT The Netherlands (RST conversion)","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"marble_overview","Hamish Bowman, Sergey Popov","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"mb-system_overview","Hamish Bowman","Cameron Shorter, LISAsoft","Creative Commons"
"metacrs_overview","OSGeo-Live; Mike Adair","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"naturalearth_overview","OSGeo-Live","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"ncWMS_overview","Guy Griffiths (guy.griffiths@reading.ac.uk)","Cameron Shorter","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"nc_dataset_overview","Hamish Bowman","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"netcdf_dataset_overview","Brian Hamlin","Cameron Shorter","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"opencpn_overview","Dave Register; Hamish Bowman","Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"openjump_overview","OSGeo-Live","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"openlayers_overview","Chris Schmidt; OSGeo-Live; Roald de Wit; Antonio Santiago","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"osgearth_overview","Pirmin Kalberer","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"osm_dataset_overview","","","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"osm_overview","Hamish Bowman","Cameron Shorter, LISAsoft","Creative Commons"
"ossim_overview","OSGeo-Live","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"otb_overview","OSGeo-Live","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"pgrouting_overview","Daniel Kastl","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"postgis_overview","OSGeo-Live; Barry Rowlingson","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"pycsw_overview","OSGeo-Live; Tom Kralidis, Angelos Tzotsos","Cameron Shorter, LISAsoft","Creative Commons"
"pywps_overview","OSGeo-Live; Jachym Cepicky, Jorge de Jesus, Tom Kralidis","Cameron Shorter","Creative Commons"
"qgis_mapserver_overview","OSGeo-Live","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"qgis_overview","OSGeo-Live","Cameron Shorter, LISAsoft; Angelos Tzotsos; Nicolas Roelandt","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"rasdaman_overview","Peter Baumann","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"saga_overview","OSGeo-Live","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"sahana_overview","Gavin Treadgold","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"spatialite_overview","Pirmin Kalberer","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"tilemill_overview","OSGeo-Live; Javier Sanchez, GeoNaTec","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"tinyows_overview","OSGeo-Live","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"toc","","",""
"udig_overview","OSGeo-Live","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"ushahidi_overview","Henry Addo","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"viking_overview","Hamish Bowman","Cameron Shorter, LISAsoft","Creative Commons"
"webworldwind_overview","Gabriele Prestifilippo","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"worldwindjava_overview","Gabriele Prestifilippo","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"zoo-project_overview","Gérald Fenoy","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"zygrib_overview","Hamish Bowman","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported  (CC BY 3.0)"
"52nSOS_quickstart","","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"52nWPS_quickstart","Benjamin Pross, Kristof Lange","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"52nWSS_quickstart","Jan Drewnak (j.drewnak@52north.org)","Sergio Baños Calvo; Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"R_quickstart","Barry Rowlingson","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"atlasstyler_quickstart","Stefan Tzeggai","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"cartaro_quickstart","Friedjoff Trautwein (http://www.geops.de); Augustus Kling (http://www.geops.de); Patric Hafner (http://www.geops.de)","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"cesium_quickstart","Balasubramaniam Natarajan","Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"deegree_quickstart","Johannes Wilden, Danilo Bretschneider","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"eoxserver_quickstart","OSGeo-Live ; Stephan Meissl, Stephan Krause","Angelos Tzotsos","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"gdal_quickstart","Astrid Emde, material from Frank Warmedam's RasterTutorial","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"geokettle_quickstart","Jean Mathieu; Thierry Badard","Sergio Baños Calvo; Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"geomajas_quickstart","Pieter De Graef","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"geomoose_quickstart","Bob Basques","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"geonetwork_quickstart","GeoNetwork Community","Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"geonode_quickstart","Barbara Angerer","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"geopublisher_quickstart","Stefan Tzeggai","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"geoserver_quickstart","Ian Turton; Frank Gasdorf","Angelos Tzotsos; Cameron Shorter","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"gmt_quickstart","Hamish Bowman","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"gpsdrive_quickstart","Hamish Bowman","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"gpsprune_quickstart","activityworkshop","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"grass_quickstart","Hamish Bowman","Markus Neteler","Creative Commons Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)"
"gvsig_quickstart","Simon Cropper","Jorge Sanz; Manuel Madrid; Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"internationalisation_quickstart","OSGeo-Live; Frank Gasdorf; Cameron Shorter","Cameron Shorter","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"iris_quickstart","darkblueb","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"istsos_quickstart","Massimiliano Cannata, Milan Antonovic - SUPSI","Cameron Shorter, LISAsoft","Creative Commons Attribution 3.0 Unported (CC BY 3.0)"
"jupyter_quickstart","Massimo Di Stefano","Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"kosmo_quickstart","Sergio Baños Calvo","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"leaflet_quickstart","Vladimir Agafonkin, adopted for live dvd by Johan Van de Wauw","",""
"liblas_quickstart","Howard Butler","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"mapbender_quickstart","OSGeo-Live; Astrid Emde","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"mapfish_quickstart","Eric Lemoine, Bruno Binet","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"mapguide_quickstart","Trevor Wekel","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"mapnik_quickstart","OSGeo-Live; Dane Springmeyer","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"mapproxy_quickstart","Oliver Tonnhofer","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"mapserver_quickstart","OSGeo-Live; Alan Boudreault; Steve Lime","Stephan Meissl; Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"mapslicer_quickstart","OSGeo-Live; Petr Pridal; Christopher Fleet; Angelos Tzotsos","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"mapwindow_quickstart","Richard R. Schneider Dept. Biological Sciences University of Alberta Edmonton, Alberta, Canada ; Paul Meems, TopX Geo-ICT The Netherlands (RST conversion)","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"marble_quickstart","Sergey Popov","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"mb-system_quickstart","Hamish Bowman","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"ncWMS_quickstart","Guy Griffiths (guy.griffiths@rdg.ac.uk)","Jane Lewis (j.p.lewis@rdg.ac.uk)","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"opencpn_quickstart","Hamish Bowman","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"openjump_quickstart","OSGeo-Live; Landon Blake; Stefan Steiniger","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"openlayers_quickstart","Antonio Santiago; Chris Schmidt","Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"osgearth_quickstart","OSGeo-Live; Pirmin Kalberer","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"osgeolive_install_quickstart","OSGeo-Live; Cameron Shorter","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"osgeolive_quickstart","OSGeo-Live; Cameron Shorter, Hamish Bowman","Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"osm_quickstart","Hamish Bowman","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"ossim_quickstart","OSGeo-Live; Massimo Di Stefano; Pirmin Kalberer","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"otb_quickstart","OSGeo-Live; Manuel Grizonnet","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"pgrouting_quickstart","Daniel Kastl; Regina Obe","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"postgis_quickstart","Barry Rowlingson; Astrid Emde; Regina Obe","Argyros Argyridis; Cameron Shorter, LISAsoft; Nicolas Roelandt","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"pycsw_quickstart","OSGeo-Live; Tom Kralidis, Angelos Tzotsos","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"pywps_quickstart","OSGeo-Live; Jachym Cepicky, Tom Kralidis","Cameron Shorter","Creative Commons Attribution"
"qgis_mapserver_quickstart","OSGeo-Live; Pirmin Kalberer","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"qgis_quickstart","OSGeo-Live; Pirmin Kalberer; Hamish Bowman; Zoltan Siki","Cameron Shorter, LISAsoft; Nicolas Roelandt","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"rasdaman_quickstart","Peter Baumann (p.baumann@jacobs-university.de)","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"saga_quickstart","Johan Van de Wauw; Zoltan Siki","Angelos Tzotsos","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"sahana_quickstart","Gavin Treadgold","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"spatialite_quickstart","OSGeo-Live; Micha Silver","Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"tilemill_quickstart","OSGeo-Live; Javier Sanchez","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"tinyows_quickstart","OSGeo-Live; Pirmin Kalberer","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"toc","","",""
"udig_quickstart","OSGeo-Live; Jody Garnett; Frank Gasdorf","Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"usb_quickstart","OSGeo-Live; Alex Mandel, Cameron Shorter","Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"ushahidi_quickstart","Henry Addo","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"viking_quickstart","Hamish Bowman","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"virtualbox_quickstart","OSGeo-Live; Cameron Shorter","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"virtualization_quickstart","OSGeo-Live; Micha Silver","Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"vmware_quickstart","OSGeo-Live; Micha Silver","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"webworldwind_quickstart","Gabriele Prestifilippo","","`NASA OPEN SOURCE AGREEMENT VERSION 1.3 <http://worldwind.arc.nasa.gov/worldwind-nosa-1.3.html/>`_ "
"worldwindjava_quickstart","Gabriele Prestifilippo","","`NASA OPEN SOURCE AGREEMENT VERSION 1.3 <http://worldwind.arc.nasa.gov/worldwind-nosa-1.3.html/>`_ "
"zoo-project_quickstart","Gérald Fenoy","Angelos Tzotsos; Cameron Shorter, LISAsoft","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
"zygrib_quickstart","Hamish Bowman","","Creative Commons Attribution-ShareAlike 3.0 Unported  (CC BY-SA 3.0)"
